ID;TransactionNo;ItemName;CREATE_DATE;SETTLED;BuyingPrice;SellingPrice;Units;STATUS;TICKET_TYPE;SHIFT_ID;OWNER_ID;TERMINAL_ID;tax;SaleType;Customer;Discount
729;445;Spoon holder;2020-07-17 05:41:49;Yes;350.00;600.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
730;445;scrubber;2020-07-17 05:41:50;Yes;30.00;50.00;3;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
731;446;table cover big;2020-07-17 06:10:29;Yes;130.00;180.00;2;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
732;447;ordinary knife;2020-07-17 06:11:15;Yes;25.00;50.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
733;448;feeding forks;2020-07-17 08:00:54;Yes;8.00;20.00;12;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
734;448;Mella mediumltray;2020-07-17 08:00:54;Yes;250.00;450.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
735;449;loops;2020-07-17 09:37:08;Yes;15.00;50.00;2;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
736;450;tenniss;2020-07-18 04:37:07;Yes;30.00;50.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
737;451;Chopper;2020-07-18 04:37:38;Yes;500.00;700.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
738;452;scrubber;2020-07-18 05:41:13;Yes;30.00;50.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
739;453;Dog Chuchu;2020-07-18 06:00:51;Yes;150.00;200.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
740;453;tenniss;2020-07-18 06:00:51;Yes;30.00;50.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
741;454;medium;2020-07-18 07:10:54;Yes;500.00;700.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
742;455;Bucket 16;2020-07-18 08:43:54;Yes;130.00;180.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
743;456;silver guns;2020-07-18 09:05:37;Yes;70.00;150.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
744;456;Water gunsmall;2020-07-18 09:05:37;Yes;20.00;50.00;2;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
745;457;tenniss;2020-07-18 09:29:36;No;30.00;50.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
746;458;Jumping rope biggest;2020-07-19 05:39:47;Yes;70.00;200.00;2;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
747;459;Feeding stainless;2020-07-19 06:54:06;Yes;9.00;20.00;12;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
748;460;kenstar small;2020-07-19 06:56:13;Yes;30.00;55.00;6;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
749;460;Sieves kichungi;2020-07-19 06:56:13;Yes;100.00;130.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
750;461;kenstar cup set;2020-07-19 08:22:01;Yes;300.00;380.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
751;462;Odinary smallthermos;2020-07-19 08:49:48;Yes;290.00;350.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
752;463;scrubber;2020-07-19 09:30:03;Yes;30.00;50.00;1;\N;\N;\N;1;\N;0;Cash Sale;\N;\N
753;464;stainless big;2020-07-20 03:40:27;Yes;700.00;750.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
754;465;Odinary smallthermos;2020-07-20 04:09:06;Yes;290.00;350.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
755;465;Coffee thermos;2020-07-20 04:09:06;Yes;400.00;700.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
756;466;Tea_un 9litre;2020-07-20 06:09:28;Yes;1800.00;2500.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
757;467;hurra hoops;2020-07-20 06:55:07;Yes;150.00;250.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
758;468;plastic jug;2020-07-21 00:17:35;Yes;80.00;150.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
759;468;water redberry;2020-07-21 00:17:35;Yes;50.00;100.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
760;468;mwiko;2020-07-21 00:17:35;Yes;20.00;30.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
761;469;duvet;2020-07-21 05:15:42;Yes;1400.00;2300.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
762;470;Odinary bigthermos;2020-07-21 05:16:53;Yes;350.00;450.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
763;470;Plastic Gratersmall;2020-07-21 05:16:53;Yes;80.00;150.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
766;471;face;2020-07-21 05:18:08;Yes;16.00;30.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
767;472;uteo small;2020-07-21 07:04:56;Yes;130.00;200.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
768;473;tenniss;2020-07-21 07:33:47;Yes;30.00;50.00;2;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
769;474;scrubber;2020-07-21 08:10:15;Yes;30.00;50.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
770;474;kichungi small;2020-07-21 08:10:15;Yes;80.00;100.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
771;475;silver guns;2020-07-21 08:12:05;Yes;70.00;150.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
773;477;OK cup;2020-07-22 03:28:02;Yes;120.00;150.00;6;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
774;478;signature dotted;2020-07-22 03:47:44;Yes;208.00;250.00;12;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
775;479;Feeding kzh;2020-07-22 05:03:14;Yes;10.00;20.00;12;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
776;480;0rdinary kaulo plate;2020-07-22 08:00:27;Yes;34.00;50.00;7;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
777;481;Knives set;2020-07-23 01:25:28;Yes;2000.00;2500.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
780;484;Feeding kzh;2020-07-23 02:27:26;Yes;10.00;20.00;4;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
781;485;tenniss;2020-07-23 06:47:04;Yes;30.00;50.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
782;486;jumping rope small;2020-07-24 00:32:46;Yes;40.00;100.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
783;486;uteo big;2020-07-24 00:32:46;Yes;200.00;300.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
784;487;Redberry;2020-07-24 08:46:01;Yes;450.00;600.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
785;487;light mella;2020-07-24 08:46:01;Yes;50.00;80.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
786;488;hand bag;2020-07-24 09:21:02;Yes;250.00;500.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
787;489;Odinary smallthermos;2020-07-25 03:51:28;Yes;290.00;350.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
788;490;Excd thermos;2020-07-25 07:23:15;Yes;650.00;1000.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
789;490;hand bag;2020-07-25 07:23:15;Yes;250.00;500.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
790;490;ear rings 7;2020-07-25 07:23:15;Yes;5.00;20.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
791;490;chains;2020-07-25 07:23:15;Yes;20.00;100.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
792;491;kenstar cup set;2020-07-26 04:00:26;Yes;300.00;380.00;2;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
793;491;kenstar small;2020-07-26 04:00:26;Yes;30.00;55.00;12;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
794;491;Feeding stainless;2020-07-26 04:00:26;Yes;9.00;20.00;12;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
795;491;Plastic Gratersmall;2020-07-26 04:00:26;Yes;80.00;150.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
796;491;scrubber;2020-07-26 04:00:26;Yes;30.00;50.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
797;492;bucket 5l;2020-07-26 04:15:03;Yes;70.00;100.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
798;493;Tea_un 7litre;2020-07-26 04:58:36;Yes;1500.00;2000.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
799;494;teaun 5.8;2020-07-26 04:59:17;Yes;1700.00;2000.00;2;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
800;495;kenstar small;2020-07-26 05:06:51;Yes;30.00;55.00;12;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
801;496;jumping rope small;2020-07-26 06:46:27;Yes;40.00;100.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
802;497;chains;2020-07-26 06:47:05;Yes;20.00;100.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
803;498;tycoon;2020-07-27 04:38:05;Yes;400.00;550.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
804;499;Shocky;2020-07-27 08:19:04;Yes;183.00;250.00;3;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
805;499;Luminac;2020-07-27 08:19:04;Yes;185.00;250.00;3;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
806;500;mwiko;2020-07-28 03:34:07;Yes;20.00;30.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
807;501;small saucer;2020-07-28 05:01:19;Yes;80.00;100.00;2;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
808;502;soft throw;2020-07-28 07:01:05;Yes;550.00;1000.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
809;502;soft small;2020-07-28 07:01:06;Yes;650.00;800.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
810;502;Odinary bigthermos;2020-07-28 07:01:06;Yes;350.00;450.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
811;503;Chopper;2020-07-29 03:45:21;Yes;500.00;700.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
812;504;scrubber;2020-07-29 04:25:43;Yes;30.00;50.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
813;505;scrubber;2020-07-29 06:55:02;Yes;30.00;50.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
814;506;scrubber;2020-07-29 07:37:05;Yes;30.00;50.00;2;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
815;506;kaulo Kettle;2020-07-29 07:37:05;Yes;550.00;800.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
816;506;ordinary knife;2020-07-29 07:37:05;Yes;25.00;50.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
817;507;Doctor doll;2020-07-29 07:51:27;Yes;300.00;500.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
818;508;Tea_un 9litre;2020-07-30 05:09:33;Yes;1800.00;2500.00;2;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
819;509;monkey medium;2020-07-30 05:31:30;Yes;250.00;500.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
820;510;water redberry;2020-07-31 04:26:35;Yes;50.00;100.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
821;510;scrubber;2020-07-31 04:26:35;Yes;30.00;50.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
822;511;kichungi small;2020-07-31 05:43:38;Yes;80.00;100.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
823;512;loops;2020-07-31 06:20:21;Yes;15.00;50.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
826;514;regal 3ltrs;2020-07-31 07:18:27;No;1800.00;2500.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
827;514;tenniss;2020-07-31 07:18:27;Yes;30.00;50.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
828;515;Jumping rope biggest;2020-07-31 09:16:06;Yes;70.00;200.00;1;\N;\N;\N;1;\N;0;Cash Sale;\N;\N
829;516;Odinary bigthermos;2020-08-01 02:26:10;No;350.00;450.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
830;517;kid bungle;2020-08-01 07:18:41;Yes;10.00;20.00;2;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
831;517;jumping rope small;2020-08-01 07:18:41;Yes;40.00;100.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
832;518;my drink;2020-08-01 07:20:59;Yes;850.00;1000.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
833;518;sticker hanger;2020-08-01 07:20:59;Yes;60.00;150.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
834;518;key holder;2020-08-01 07:20:59;Yes;60.00;100.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
835;519;big ball;2020-08-01 07:26:34;Yes;200.00;300.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
836;520;9 litre;2020-08-01 08:31:49;Yes;2600.00;3500.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
837;521;chapati;2020-08-01 08:42:01;Yes;130.00;200.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
838;521;rolling pin;2020-08-01 08:42:01;Yes;50.00;70.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
839;522;scrubber;2020-08-01 09:34:28;Yes;30.00;50.00;1;\N;\N;\N;1;\N;0;Cash Sale;\N;\N
840;522;wall ;2020-08-01 09:34:28;Yes;150.00;250.00;1;\N;\N;\N;1;\N;0;Cash Sale;\N;\N
841;523;medium ball;2020-08-02 07:50:00;Yes;100.00;200.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
842;523;Watches;2020-08-02 07:50:00;Yes;150.00;500.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
843;524;rose kettie;2020-08-03 03:13:38;Yes;900.00;1400.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
844;525;Regal 2l thermos;2020-08-03 03:22:34;Yes;1500.00;2000.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
845;526;Odinary bigthermos;2020-08-04 02:04:17;Yes;350.00;450.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
846;527;medium ball;2020-08-04 02:28:54;Yes;100.00;200.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
847;528;Trumpets;2020-08-04 06:24:31;Yes;40.00;70.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
848;529;loops;2020-08-04 06:56:17;Yes;15.00;50.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
849;530;loops;2020-08-04 07:03:56;Yes;15.00;50.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
850;531;table mats;2020-08-05 00:10:11;Yes;650.00;850.00;2;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
851;532;ear rings 7;2020-08-05 02:41:51;Yes;5.00;20.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
852;532;glass 2;2020-08-05 02:41:51;Yes;800.00;1300.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
853;533;Feeding kzh;2020-08-06 04:20:45;Yes;10.00;20.00;12;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
854;534;Serving spoon;2020-08-06 07:46:41;Yes;70.00;250.00;2;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
855;535;sticker hanger;2020-08-06 07:47:43;Yes;60.00;150.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
856;536;tribal;2020-08-07 01:59:59;Yes;300.00;500.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
857;536;kidude marvin;2020-08-07 01:59:59;Yes;150.00;200.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
858;537;big dinner ;2020-08-07 06:26:04;Yes;230.00;250.00;2;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
859;537;side plates;2020-08-07 06:26:04;Yes;180.00;200.00;2;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
860;537;small saucer;2020-08-07 06:26:04;Yes;80.00;100.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
861;537;assorted cups;2020-08-07 06:26:05;Yes;150.00;180.00;2;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
862;538;loops;2020-08-07 06:28:34;Yes;15.00;50.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
863;539;regal 3ltrs;2020-08-07 06:32:47;Yes;1800.00;2500.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
864;540;Water gunsbig;2020-08-07 06:42:33;Yes;50.00;80.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
865;540;Water gunsmall;2020-08-07 06:42:33;Yes;20.00;50.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
866;540;water game;2020-08-07 06:42:33;Yes;60.00;100.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
867;541;luminarc glasses;2020-08-07 06:49:25;Yes;600.00;900.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
868;542;tenniss;2020-08-07 07:16:21;Yes;30.00;50.00;3;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
869;543;bagged;2020-08-07 08:10:06;Yes;150.00;200.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
870;544;signature bottle;2020-08-07 08:10:54;Yes;600.00;1000.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
871;545;kids;2020-08-08 02:51:06;Yes;100.00;150.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
872;546;Odinary bigthermos;2020-08-08 05:59:24;Yes;350.00;450.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
874;548;rolling pin;2020-08-08 08:32:11;Yes;50.00;70.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
875;548;bagged;2020-08-08 08:32:11;Yes;150.00;200.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
876;549;Odinary bigthermos;2020-08-09 05:08:51;Yes;350.00;450.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
877;550;unbreakable plates;2020-08-09 08:36:21;Yes;100.00;150.00;6;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
878;550;ordinary knife;2020-08-09 08:36:22;Yes;25.00;50.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
879;551;Black set;2020-08-09 09:32:54;Yes;4500.00;7500.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
880;552;kid goggles;2020-08-10 01:01:55;Yes;25.00;50.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
881;552;purse;2020-08-10 01:01:55;Yes;100.00;150.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
882;553;Feeding kzh;2020-08-10 01:35:57;Yes;10.00;20.00;5;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
883;553;tenniss;2020-08-10 01:35:57;Yes;30.00;50.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
884;553;kidude marvin;2020-08-10 01:35:57;Yes;150.00;200.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
885;553;kitchen mediumknife;2020-08-10 01:35:57;Yes;100.00;150.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
886;554;Odinary smallthermos;2020-08-10 02:53:34;Yes;290.00;350.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
887;555;kenstar cup set;2020-08-10 03:14:49;Yes;300.00;380.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
888;556;Odinary bigthermos;2020-08-10 03:56:07;No;350.00;450.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
889;557;3 in one blender;2020-08-10 08:02:46;Yes;2800.00;3700.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
890;558;tenniss;2020-08-10 08:21:08;Yes;30.00;50.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
891;559;Feeding kzh;2020-08-10 08:33:44;Yes;10.00;20.00;12;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
892;560;Feeding kzh;2020-08-10 09:32:27;Yes;10.00;20.00;5;\N;\N;\N;1;\N;0;Cash Sale;\N;\N
893;561;tenniss;2020-08-10 09:33:31;Yes;30.00;50.00;1;\N;\N;\N;1;\N;0;Cash Sale;\N;\N
894;562;plastic jug;2020-08-11 02:45:45;Yes;80.00;150.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
895;563;disluck;2020-08-11 04:31:53;Yes;650.00;1000.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
896;564;big ball;2020-08-11 09:14:43;Yes;200.00;300.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
897;565;Redberry;2020-08-11 09:20:31;Yes;450.00;600.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
898;565; lids small ;2020-08-11 09:20:31;Yes;60.00;100.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
899;566;kidude marvin;2020-08-12 00:35:22;Yes;150.00;200.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
900;567;kaulo Kettle;2020-08-12 07:41:58;Yes;550.00;800.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
901;568;Water gunsmall;2020-08-12 07:44:27;Yes;20.00;50.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
902;569;goggles;2020-08-12 23:51:52;Yes;100.00;200.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
903;569;spray bottle;2020-08-12 23:51:52;Yes;170.00;200.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
904;570;sticker hanger;2020-08-13 01:13:20;Yes;60.00;150.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
905;570;big dinner ;2020-08-13 01:13:20;Yes;230.00;250.00;2;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
906;571;iron box;2020-08-13 04:02:28;Yes;900.00;1400.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
907;572;soft throw;2020-08-13 04:20:04;Yes;550.00;1000.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
908;573; lids small ;2020-08-13 06:21:55;Yes;60.00;100.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
909;574;medium ball;2020-08-13 06:41:00;Yes;100.00;200.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
910;575;scrubber;2020-08-13 07:12:36;Yes;30.00;50.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
911;576;woolen duvet;2020-08-13 07:16:33;Yes;1500.00;1900.00;3;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
912;576;plastic grater big;2020-08-13 07:16:33;Yes;150.00;200.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
913;576;proffesional;2020-08-13 07:16:33;Yes;250.00;350.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
914;576;kitchen;2020-08-13 07:16:33;Yes;80.00;150.00;6;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
915;577;Odinary bigthermos;2020-08-13 07:34:30;No;350.00;450.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
916;577;signature dotted;2020-08-13 07:34:30;No;208.00;250.00;6;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
917;578;Water gunsmall;2020-08-13 07:37:12;Yes;20.00;50.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
918;579;teaspoon;2020-08-13 08:19:03;Yes;10.00;20.00;12;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
919;580;table cover small;2020-08-13 08:32:53;Yes;70.00;100.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
920;581;Royalcandy sdish;2020-08-13 08:39:02;Yes;250.00;350.00;2;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
921;581;teaspoon;2020-08-13 08:39:02;Yes;10.00;20.00;3;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
922;582;salt shaker;2020-08-13 08:40:59;Yes;60.00;80.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
923;582;Sieves kichungi;2020-08-13 08:40:59;Yes;100.00;130.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
924;583;ordinary knife;2020-08-14 03:19:26;Yes;25.00;50.00;2;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
925;584;ordinary knife;2020-08-14 05:05:01;Yes;25.00;50.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
926;584;short servingspoon;2020-08-14 05:05:01;Yes;35.00;80.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
927;585;skimmer small;2020-08-14 06:36:35;Yes;100.00;200.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
928;586;Feeding kzh;2020-08-14 08:10:44;Yes;10.00;20.00;6;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
930;588;kenstar small;2020-08-14 08:46:06;Yes;30.00;55.00;6;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
931;588;mabati;2020-08-14 08:46:06;Yes;250.00;350.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
932;588;Feeding kzh;2020-08-14 08:46:06;No;10.00;20.00;5;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
933;589;goggles;2020-08-15 02:04:41;Yes;100.00;200.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
934;589;mabati small bowl;2020-08-15 02:04:41;Yes;19.00;30.00;12;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
935;590;mabati sieves;2020-08-15 05:51:55;Yes;120.00;200.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
936;591;uteo small;2020-08-16 04:19:05;Yes;130.00;200.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
937;592;table cover big;2020-08-16 04:45:50;Yes;130.00;180.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
938;593;tenniss;2020-08-16 06:50:15;Yes;30.00;50.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
939;594;Odinary smallthermos;2020-08-16 08:20:34;Yes;290.00;350.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
940;595;Stainless thermos;2020-08-17 03:38:42;Yes;800.00;1100.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
941;596;scrubber;2020-08-17 03:41:01;Yes;30.00;50.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
942;597;Fibre small plate;2020-08-17 04:56:29;Yes;150.00;200.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
943;597;panty holder;2020-08-17 04:56:29;Yes;230.00;450.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
944;597;OK cup;2020-08-17 04:56:29;Yes;120.00;150.00;6;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
945;598;unbreakable oval ;2020-08-17 06:40:21;Yes;75.00;110.00;3;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
946;599;OK cup;2020-08-17 06:52:39;Yes;120.00;150.00;6;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
