ID,NAME,GROUP_ID,UNIT_NAME,TRANSLATED_NAME,BARCODE,BUY_PRICE,STOCK_AMOUNT,PRICE,DISCOUNT_RATE,DISABLE_WHEN_STOCK_AMOUNT_IS_ZERO,TAX_GROUP_ID,TAX_ID,Supplier,SupplierContact,SupplierAddress
627,steel basin big,Dishes,,,,350,1,500,,,,2,,,
628,steel basin medium,Dishes,,,,300,1,400,,,,2,,,
629,steel basin small,Dishes,,,,200,1,300,,,,2,,,
626,steel sinia big,Trays,,,,200,5,300,,,,2,,,
625,steel sinia small,Trays,,,,180,5,250,,,,2,,,
302,sticker hanger,room,,,,60,11,150,,,,2,,,
123,stone ,Plates,,,,180,59,200,,,,2,,,
507,sufuria 10,Sufurias,,,,700,2,1000,,,,2,,,
504,sufuria 7,Sufurias,,,,500,2,700,,,,2,,,
505,sufuria 8,Sufurias,,,,600,2,800,,,,2,,,
506,sufuria 9,Sufurias,,,,600,2,900,,,,2,,,
257,Sugar dish big,Dishes,,,,800,4,900,,,,2,,,
258,Sugar dish small,Dishes,,,,350,12,500,,,,2,,,
603,sunda mugset,Cups,,,,750,2,1400,,,,2,,,
634,sunda platessmart,Plates,,,,134,6,200,,,,2,,,
132,sundabest,Bowls,,,,50,24,100,,,,2,,,
373,sundabest big,Thermos,,,,380,0,480,,,,2,,,
82,sundabest flowered,Cups,,,,125,12,166,,,,2,,,
84,sundabest medium,Cups,,,,125,24,150,,,,2,,,
584,sundabest s plate,Plates,,,,134,72,175,,,,2,,,
372,sundabest small,Thermos,,,,300,0,350,,,,2,,,
347,Sunflower,Dog Toys,,,,30,6,50,,,,2,,,
434,table cover big,mats,,,,130,6,180,,,,2,,,
433,table cover small,mats,,,,70,5,100,,,,2,,,
308,table mats,towels,,,,650,3,850,,,,2,,,
401,TDL,Kettle,,,,800,4,1400,,,,2,,,
468,teaspoon,Spoons,,,,10,72,20,,,,2,,,
238,Teaspoons,Spoons,,,,60,16,100,,,,2,,,
406,teaun 5.8,Kettle,,,,1700,6,2000,,,,2,,,
232,Tea_un 15litre,Kettle,,,,6300,2,7500,,,,2,,,
231,Tea_un 7litre,Kettle,,,,1500,9,2000,,,,2,,,
230,Tea_un 9litre,Kettle,,,,1800,13,2500,,,,2,,,
337,tenniss,balls,,,,30,46,50,,,,2,,,
275,tissue,holders,,,,350,3,500,,,,2,,,
386,tongs,Spoons,,,,120,10,200,,,,2,,,
465,towel 5,towels,,,,250,2,500,,,,2,,,
582,towel 7,towels,,,,500,5,700,,,,2,,,
490,travel thermos,Thermos,,,,800,4,1200,,,,2,,,
280,tribal,leso,,,,300,13,500,,,,2,,,
175,Trident hotpot,Hot Pots,,,,2300,2,3000,,,,2,,,
341,Trumpets,Dog Toys,,,,40,7,70,,,,2,,,
645,Tusker Can,Tusker,,,,180,10,240,,,,1,,,
643,Tusker Cider,Tusker,,,,160,10,220,,,,1,,,
644,Tusker Lite,Tusker,,,,160,10,220,,,,1,,,
271,tycoon,toothpicks,,,,400,10,550,,,,2,,,
368,umb 18,umbrella,,,,180,10,250,,,,2,,,
369,umb 30,umbrella,,,,300,10,450,,,,2,,,
371,umb 35,umbrella,,,,350,10,500,,,,2,,,
331,umb big,umbrella,,,,300,4,500,,,,2,,,
223,Unbreakable ltray,Trays,,,,700,1,800,,,,2,,,
464,unbreakable oval ,Plates,,,,75,24,110,,,,2,,,
462,unbreakable plates,Plates,,,,100,39,150,,,,2,,,
113,unbreakable small,Plates,,,,84,24,130,,,,2,,,
420,uteo big,Trays,,,,200,5,300,,,,2,,,
615,uteo deco,Trays,,,,230,3,300,,,,2,,,
421,uteo medium,Trays,,,,150,3,250,,,,2,,,
422,uteo small,Trays,,,,130,7,200,,,,2,,,
562,vegcutter small,blenders,,,,1500,3,2000,,,,2,,,
512,vegetable cutter big,blenders,,,,1500,7,2200,,,,2,,,
301,wall ,room,,,,150,18,250,,,,2,,,
350,Wall clockbig,ear rings,,,,1000,4,1500,,,,2,,,
349,Wall clocksmall,ear rings,,,,600,5,1000,,,,2,,,
360,washers,Thermos,,,,150,9,200,,,,2,,,
348,Watches,ear rings,,,,150,32,500,,,,2,,,
454,water game,Dog Toys,,,,60,5,100,,,,2,,,
342,Water gunsbig,Dog Toys,,,,50,5,80,,,,2,,,
343,Water gunsmall,Dog Toys,,,,20,6,50,,,,2,,,
158,water redberry,Glasses,,,,50,22,100,,,,2,,,
157,water set,Glasses,,,,1200,5,1600,,,,2,,,
173,Wegas hotpot,Hot Pots,,,,4200,1,5500,,,,2,,,
513,whisk,blenders,,,,100,7,250,,,,2,,,
90,white flowered,Cups,,,,125,9,167,,,,2,,,
89,white patterned ,Cups,,,,125,14,167,,,,2,,,
379,wig cap,Dog Toys,,,,12,30,15,,,,2,,,
358,wine,Glasses,,,,133,19,200,,,,2,,,
496,wooden set,Spoons,,,,200,8,400,,,,2,,,
432,woolen duvet,duvets,,,,1500,10,1900,,,,2,,,
150,yellow cup,Cups,,,,140,17,183,,,,2,,,
92,yellow patterned cup,Cups,,,,125,11,167,,,,2,,,
